index,dose,Si_rm_in_MD,N_rm_in_MD,C_rm_in_MD,F_rm_in_MD,Si_rm_in_byp,N_rm_in_byp,C_rm_in_byp,F_rm_in_byp
10670,1.186,0,0,0,0,0,6,1,2
10671,1.186,0,0,0,0,0,0,2,4
10672,1.186,0,0,1,0,2,0,0,6
10673,1.186,0,0,0,0,0,0,0,0
10674,1.186,0,0,0,0,0,0,0,0
10675,1.186,0,0,0,0,0,0,0,0
10676,1.186,0,0,0,0,0,0,1,4
10677,1.186,0,0,0,0,0,0,0,0
10678,1.186,0,0,0,0,0,0,1,2
10679,1.187,0,0,0,0,1,0,1,8
10680,1.187,0,0,0,0,0,0,0,0
10681,1.187,0,0,0,0,0,2,1,2
10682,1.187,0,0,0,0,0,0,2,6
10683,1.187,0,0,0,0,1,0,1,6
10684,1.187,0,0,0,0,1,0,1,6
10685,1.187,0,0,1,0,0,0,0,0
10686,1.187,0,0,0,0,0,0,0,0
10687,1.187,0,0,0,0,0,1,1,1
10688,1.188,0,0,0,0,1,0,0,4
10689,1.188,0,1,0,0,0,0,1,2
10690,1.188,0,0,0,0,0,1,1,1
10691,1.188,0,0,0,0,0,0,0,0
10692,1.188,0,0,0,0,0,0,1,2
10693,1.188,0,0,0,0,4,2,1,18
10694,1.188,0,0,0,0,0,0,0,0
10695,1.188,1,0,0,0,0,3,2,2
10696,1.188,0,0,1,0,0,4,1,2
10697,1.189,0,0,0,0,2,4,0,8
10698,1.189,0,0,0,0,1,2,0,4
10699,1.189,0,0,0,0,0,0,0,0
10700,1.189,0,0,0,1,0,0,1,2
10701,1.189,0,1,0,0,1,0,0,4
10702,1.189,0,0,0,0,1,0,1,6
10703,1.189,0,0,0,0,1,1,2,9
10704,1.189,0,0,1,0,0,2,1,3
10705,1.189,0,0,0,0,0,0,1,2
10706,1.19,0,0,1,0,0,0,0,0
10707,1.19,0,0,1,0,0,0,1,2
10708,1.19,0,0,1,0,0,1,2,3
10709,1.19,0,0,0,0,0,0,1,2
10710,1.19,0,0,0,0,3,0,2,16
10711,1.19,0,0,0,0,0,0,0,1
10712,1.19,0,0,0,0,0,2,3,4
10713,1.19,0,0,0,0,0,0,1,4
10714,1.19,0,0,0,0,1,0,1,6
10715,1.191,0,0,0,0,1,3,1,5
10716,1.191,0,0,0,1,1,2,0,4
10717,1.191,0,0,0,0,0,0,0,0
10718,1.191,0,0,0,0,1,0,0,4
10719,1.191,0,0,0,0,4,4,0,16
10720,1.191,0,0,0,0,0,0,1,0
10721,1.191,0,0,0,0,1,4,0,4
10722,1.191,0,0,1,0,1,0,1,6
10723,1.191,0,0,1,0,0,0,1,1
10724,1.192,0,0,0,0,1,2,1,6
10725,1.192,0,0,0,0,3,0,0,12
10726,1.192,0,0,0,0,2,2,0,8
10727,1.192,0,0,1,1,2,0,0,6
10728,1.192,0,0,0,0,0,0,0,0
10729,1.192,0,0,0,2,0,0,0,0
10730,1.192,0,0,1,0,0,0,1,2
10731,1.192,0,0,1,0,1,6,0,4
10732,1.192,0,1,0,1,0,4,0,0
10733,1.193,0,0,2,0,3,2,0,12
10734,1.193,0,1,1,0,0,2,0,0
10735,1.193,0,1,0,1,5,2,0,18
10736,1.193,0,0,2,1,0,0,2,4
10737,1.193,0,0,0,0,0,0,1,5
10738,1.193,0,0,0,0,0,2,0,0
10739,1.193,0,0,0,0,0,0,4,8
10740,1.193,0,0,0,0,1,1,5,13
10741,1.193,0,0,0,0,0,0,1,5
10742,1.194,0,0,0,1,0,0,0,0
10743,1.194,0,0,0,0,1,0,1,4
10744,1.194,1,0,0,0,0,0,0,0
10745,1.194,0,0,0,0,0,2,1,2
10746,1.194,0,0,0,0,2,3,2,11
10747,1.194,0,0,0,0,1,0,0,4
10748,1.194,0,0,0,0,1,0,0,4
10749,1.194,0,0,0,0,1,0,4,6
10750,1.194,0,0,0,0,0,0,1,2
10751,1.195,0,0,0,0,0,0,1,4
10752,1.195,0,0,0,0,1,0,0,4
10753,1.195,0,0,0,0,0,0,1,2
10754,1.195,0,0,0,0,0,0,3,10
10755,1.195,0,0,1,0,0,0,1,2
10756,1.195,0,0,1,0,0,0,0,1
10757,1.195,0,0,1,1,0,0,0,0
10758,1.195,0,0,0,0,0,0,1,2
10759,1.195,0,0,0,1,0,2,1,2
10760,1.196,0,0,1,0,0,0,0,0
10761,1.196,0,0,0,0,0,0,0,1
10762,1.196,0,0,0,0,0,0,0,0
10763,1.196,0,0,0,0,0,0,0,0
10764,1.196,0,0,0,0,0,0,3,0
10765,1.196,0,0,0,0,1,0,1,6
10766,1.196,0,0,0,0,0,2,1,2
10767,1.196,0,0,0,2,0,0,0,0
10768,1.196,0,0,1,0,0,0,2,4
10769,1.197,0,0,0,0,0,0,1,0
10770,1.197,0,0,0,0,0,0,0,0
10771,1.197,0,0,0,0,1,2,0,4
10772,1.197,0,0,0,0,0,0,1,5
10773,1.197,0,0,1,0,0,0,2,4
10774,1.197,0,0,0,0,0,0,0,0
10775,1.197,0,0,0,1,0,0,2,2
10776,1.197,0,0,0,0,0,0,1,2
10777,1.197,0,0,0,0,0,0,0,0
10778,1.198,0,0,0,0,0,0,2,4
10779,1.198,0,0,0,0,1,0,0,4
10780,1.198,0,0,0,0,0,0,2,6
10781,1.198,0,0,0,0,0,3,1,1
10782,1.198,0,0,0,0,2,0,0,8
10783,1.198,0,0,0,0,1,0,0,4
10784,1.198,0,0,0,0,0,0,0,0
10785,1.198,0,0,0,0,0,0,1,2
10786,1.198,0,0,0,0,2,0,0,8
10787,1.199,0,0,0,0,0,2,0,0
10788,1.199,0,0,0,1,1,0,1,6
10789,1.199,0,0,0,0,1,0,0,4
10790,1.199,0,0,1,0,0,0,0,0
10791,1.199,0,0,0,0,0,0,1,3
10792,1.199,0,0,0,0,0,0,1,2
10793,1.199,0,0,0,0,0,0,0,0
10794,1.199,0,0,0,0,0,0,0,0
10795,1.199,0,0,1,0,0,0,1,2
10796,1.2,0,0,0,0,0,0,0,0
10797,1.2,0,0,0,0,0,0,1,2
10798,1.2,0,0,0,0,0,0,0,0
10799,1.2,0,0,0,0,0,0,1,2
10800,1.2,0,0,0,0,1,0,1,6
10801,1.2,0,0,1,0,0,0,0,0
10802,1.2,0,0,0,0,0,0,0,0
10803,1.2,0,0,0,1,2,2,1,8
10804,1.2,0,0,0,0,0,0,0,0
10805,1.201,0,0,0,0,0,0,0,1
10806,1.201,0,0,1,0,0,0,0,0
10807,1.201,0,0,0,0,0,0,0,0
10808,1.201,0,1,0,1,0,0,1,2
10809,1.201,0,0,0,0,0,0,3,8
10810,1.201,0,0,0,0,0,0,2,4
10811,1.201,0,0,1,0,0,0,0,0
10812,1.201,0,0,1,0,1,0,2,8
10813,1.201,0,0,0,0,0,0,0,0
10814,1.202,0,0,0,0,0,0,0,0
10815,1.202,0,0,1,1,0,0,0,0
10816,1.202,0,0,1,0,0,0,0,0
10817,1.202,0,0,0,0,0,2,1,2
10818,1.202,0,0,0,0,0,0,0,0
10819,1.202,0,0,0,0,0,0,2,2
10820,1.202,0,0,0,0,0,1,2,3
10821,1.202,0,0,0,0,0,0,2,3
10822,1.202,0,0,0,0,0,1,1,1
10823,1.203,0,0,0,0,0,2,3,6
10824,1.203,0,0,0,0,1,2,0,4
10825,1.203,0,0,0,1,1,0,0,4
10826,1.203,0,0,0,0,2,4,0,8
10827,1.203,0,0,1,1,0,1,2,3
10828,1.203,0,0,0,0,1,2,1,6
10829,1.203,0,0,0,0,0,0,4,10
10830,1.203,0,0,0,0,0,0,1,2
10831,1.203,0,0,1,0,1,2,1,6
10832,1.204,0,0,0,0,1,0,0,4
10833,1.204,0,0,0,0,1,2,0,4
10834,1.204,0,0,1,0,3,0,0,12
10835,1.204,0,0,0,0,0,0,0,0
10836,1.204,0,0,1,0,0,0,2,4
10837,1.204,0,0,1,0,0,0,0,0
10838,1.204,0,0,0,0,0,0,1,2
10839,1.204,0,0,0,0,0,0,0,0
10840,1.204,0,0,2,0,1,0,0,4
10841,1.205,0,0,0,0,0,0,1,2
10842,1.205,0,0,1,0,0,0,0,0
10843,1.205,0,0,0,0,1,0,1,6
10844,1.205,0,0,1,0,1,0,1,6
10845,1.205,0,0,0,0,0,0,0,0
10846,1.205,0,0,0,1,0,0,0,0
10847,1.205,0,0,0,0,3,0,0,12
10848,1.205,0,0,0,0,0,1,3,7
10849,1.205,0,0,0,0,0,0,0,0
10850,1.206,0,0,0,0,0,0,0,0
10851,1.206,0,0,0,0,0,0,1,2
10852,1.206,0,0,0,0,0,0,0,0
10853,1.206,0,0,0,0,0,0,2,4
10854,1.206,0,0,0,0,0,0,2,6
10855,1.206,0,0,0,1,0,0,0,0
10856,1.206,0,0,0,0,0,0,1,2
10857,1.206,0,0,0,0,0,0,0,0
10858,1.206,0,0,0,0,0,0,3,6
10859,1.207,0,0,0,0,0,0,1,4
10860,1.207,0,0,1,2,0,0,1,2
10861,1.207,0,0,1,0,1,0,0,2
10862,1.207,0,0,0,0,2,0,1,10
10863,1.207,0,0,0,0,0,0,1,2
10864,1.207,1,0,0,0,1,0,2,7
10865,1.207,0,0,0,0,1,0,1,6
10866,1.207,0,0,0,0,0,0,0,0
10867,1.207,0,0,0,0,0,0,0,0
10868,1.208,0,0,1,0,0,0,1,2
10869,1.208,0,0,0,0,0,0,0,0
10870,1.208,0,0,0,0,2,0,0,8
10871,1.208,0,0,0,0,0,0,1,2
10872,1.208,0,0,0,0,1,2,1,6
10873,1.208,0,0,0,0,0,0,1,3
10874,1.208,0,0,0,0,0,0,0,0
10875,1.208,0,0,0,0,0,0,0,0
10876,1.208,0,0,0,0,0,0,0,0
10877,1.209,0,0,0,0,0,0,0,0
10878,1.209,0,0,0,0,0,1,2,3
10879,1.209,0,0,3,1,0,0,2,1
10880,1.209,0,0,0,0,1,0,0,4
10881,1.209,0,0,0,0,0,1,2,3
10882,1.209,0,0,0,0,0,0,1,2
10883,1.209,0,0,0,1,0,0,0,0
10884,1.209,0,0,1,0,0,0,0,0
10885,1.209,0,0,0,0,0,0,0,0
10886,1.21,0,0,0,0,0,0,1,2
10887,1.21,0,0,0,0,1,0,1,6
10888,1.21,0,0,0,0,0,0,1,1
10889,1.21,0,0,0,2,0,0,1,3
10890,1.21,0,0,0,1,0,0,5,10
10891,1.21,0,0,0,1,0,0,1,1
10892,1.21,0,0,1,0,0,0,0,0
10893,1.21,0,0,0,0,0,0,2,6
10894,1.21,0,0,0,0,0,0,2,6
10895,1.211,0,0,0,0,1,0,0,4
10896,1.211,0,0,0,0,0,0,1,2
10897,1.211,0,0,0,0,0,1,2,3
10898,1.211,0,0,0,0,1,0,1,6
10899,1.211,0,0,0,0,0,0,2,6
10900,1.211,0,0,0,0,1,1,1,5
10901,1.211,0,0,0,1,0,0,0,0
10902,1.211,0,0,0,0,0,0,2,4
10903,1.211,0,0,2,0,0,0,0,0
10904,1.212,0,0,0,0,1,0,0,4
10905,1.212,0,0,0,0,1,0,0,4
10906,1.212,0,0,0,1,0,0,0,0
10907,1.212,0,0,1,1,0,0,0,0
10908,1.212,0,0,0,0,0,0,1,4
10909,1.212,0,0,0,0,0,0,0,0
10910,1.212,0,0,0,0,0,0,0,0
10911,1.212,0,0,0,0,0,2,2,4
10912,1.212,0,0,0,1,0,0,0,0
10913,1.213,0,0,0,0,0,0,0,0
10914,1.213,0,0,0,0,0,0,0,0
10915,1.213,0,0,0,1,0,0,1,2
10916,1.213,0,0,0,0,2,0,1,10
10917,1.213,0,0,1,0,0,0,3,6
10918,1.213,0,0,0,0,0,0,0,2
10919,1.213,0,0,1,0,0,0,0,0
10920,1.213,0,0,0,0,1,0,0,4
10921,1.213,0,0,0,0,0,0,0,0
10922,1.214,1,0,0,0,0,0,0,0
10923,1.214,0,0,0,0,0,0,2,5
10924,1.214,0,0,0,0,0,0,0,0
10925,1.214,0,0,0,0,0,0,0,0
10926,1.214,0,0,0,0,0,0,1,2
10927,1.214,0,0,0,0,1,0,0,4
10928,1.214,0,0,1,0,0,0,0,0
10929,1.214,0,0,0,0,0,0,1,2
10930,1.214,0,0,0,0,0,0,1,1
10931,1.215,0,0,0,0,0,0,3,4
10932,1.215,0,0,0,1,0,0,2,2
10933,1.215,0,0,0,0,1,1,1,5
10934,1.215,0,0,0,1,0,0,1,2
10935,1.215,0,0,0,0,2,0,2,12
10936,1.215,0,0,0,0,1,4,0,4
10937,1.215,0,0,0,0,0,0,0,0
10938,1.215,0,0,0,0,2,0,0,6
10939,1.215,0,0,0,0,1,0,1,6
10940,1.216,0,0,0,0,0,2,0,0
10941,1.216,0,0,0,0,0,0,0,0
10942,1.216,0,0,1,1,2,0,0,9
10943,1.216,0,0,1,1,0,0,0,0
10944,1.216,0,0,0,0,0,0,1,2
10945,1.216,0,0,0,0,0,0,1,2
10946,1.216,0,0,1,1,0,0,0,0
10947,1.216,0,0,0,0,1,0,0,4
10948,1.216,0,0,0,0,0,0,1,2
10949,1.217,0,0,1,1,0,0,1,3
10950,1.217,0,0,0,0,0,0,1,4
10951,1.217,0,0,0,1,0,0,1,2
10952,1.217,0,0,2,0,0,1,1,1
10953,1.217,0,0,1,1,0,0,1,1
10954,1.217,0,0,0,0,0,0,2,6
10955,1.217,0,0,0,0,0,0,0,0
10956,1.217,0,0,0,0,0,0,1,2
10957,1.217,0,0,0,0,0,0,1,2
10958,1.218,0,0,0,0,0,0,0,0
10959,1.218,0,0,0,0,0,0,1,2
10960,1.218,0,0,1,0,0,0,1,2
10961,1.218,0,0,0,0,1,0,1,8
10962,1.218,0,0,0,0,0,2,1,4
10963,1.218,0,0,0,0,0,0,0,0
10964,1.218,0,0,0,0,0,0,0,0
10965,1.218,0,0,0,0,0,0,0,0
10966,1.218,0,0,0,0,0,0,2,4
10967,1.219,0,0,1,1,0,0,0,0
10968,1.219,0,0,0,1,0,0,0,0
10969,1.219,0,0,0,0,0,0,0,0
10970,1.219,0,0,1,0,0,0,1,0
10971,1.219,0,0,1,1,0,0,0,0
10972,1.219,0,0,0,0,1,0,1,4
10973,1.219,0,0,0,0,1,0,1,6
10974,1.219,0,0,0,0,2,0,0,8
10975,1.219,0,0,0,0,0,0,2,4
10976,1.22,0,0,1,0,0,0,0,0
10977,1.22,0,0,0,0,0,0,0,0
10978,1.22,0,0,0,0,0,0,1,1
10979,1.22,0,0,0,0,0,0,0,0
10980,1.22,0,0,0,0,1,0,0,4
10981,1.22,0,0,1,0,0,0,0,0
10982,1.22,0,0,0,0,0,0,2,3
10983,1.22,0,0,1,0,0,0,1,2
10984,1.22,0,0,0,0,0,0,0,0
10985,1.221,0,0,0,0,0,0,1,2
10986,1.221,0,0,0,0,0,0,1,4
10987,1.221,0,0,0,0,0,0,0,0
10988,1.221,0,0,0,0,0,0,0,0
10989,1.221,0,0,0,0,0,0,0,0
10990,1.221,0,0,0,0,0,1,1,1
10991,1.221,0,0,0,0,0,2,2,3
10992,1.221,0,0,0,0,1,0,0,4
10993,1.221,0,0,0,1,2,2,0,8
10994,1.222,0,0,1,1,1,0,0,4
10995,1.222,0,0,0,0,0,0,1,2
10996,1.222,0,0,0,0,1,0,0,2
10997,1.222,0,0,0,0,1,0,0,4
10998,1.222,0,0,0,0,1,0,0,4
10999,1.222,0,0,0,1,0,0,3,4
11000,1.222,0,0,1,0,0,0,1,0
11001,1.222,0,0,0,0,0,0,1,4
11002,1.222,0,0,0,0,1,0,0,4
11003,1.223,0,0,0,0,0,0,0,0
11004,1.223,0,0,0,0,1,0,1,6
11005,1.223,0,0,1,0,0,0,3,3
11006,1.223,0,0,0,0,0,0,0,0
11007,1.223,0,0,0,0,0,0,2,0
11008,1.223,0,0,1,0,0,0,0,0
11009,1.223,0,0,0,0,1,0,1,6
11010,1.223,0,0,0,0,1,0,0,4
11011,1.223,0,0,0,0,1,0,0,4
11012,1.224,0,0,0,0,2,0,0,8
11013,1.224,0,0,0,0,2,6,1,10
11014,1.224,0,0,0,0,0,2,1,4
11015,1.224,0,0,0,0,0,0,0,0
11016,1.224,0,0,0,0,0,1,1,1
11017,1.224,0,0,0,0,1,2,0,4
11018,1.224,0,0,0,0,0,0,0,0
11019,1.224,0,0,0,0,0,0,0,0
11020,1.224,0,0,0,0,0,0,0,0
11021,1.225,0,0,0,0,0,0,1,4
11022,1.225,0,0,0,0,0,0,0,0
11023,1.225,0,0,1,0,0,0,0,0
11024,1.225,0,0,0,0,0,0,0,0
11025,1.225,0,0,0,0,1,2,0,4
11026,1.225,0,0,0,0,0,0,1,2
11027,1.225,0,0,0,0,1,0,2,10
11028,1.225,0,0,0,0,2,0,0,8
11029,1.225,0,0,0,0,0,0,3,6
11030,1.226,0,0,0,0,0,0,0,0
11031,1.226,0,0,1,0,1,0,3,10
11032,1.226,0,0,0,0,0,1,1,1
11033,1.226,0,0,0,0,0,0,1,2
11034,1.226,0,0,0,1,0,0,0,0
11035,1.226,0,0,0,0,0,0,0,0
11036,1.226,0,0,1,0,0,0,0,0
11037,1.226,0,0,1,0,0,0,0,1
11038,1.226,0,0,0,0,0,0,0,0
11039,1.227,0,0,0,0,0,0,1,2
11040,1.227,0,0,0,1,0,0,0,0
11041,1.227,0,0,0,0,0,0,4,8
11042,1.227,0,0,0,0,0,0,2,6
11043,1.227,0,0,0,0,0,0,1,2
11044,1.227,0,0,0,2,0,0,0,0
11045,1.227,0,0,0,0,0,0,2,5
11046,1.227,0,0,1,1,0,0,0,0
11047,1.227,0,0,0,0,0,2,1,4
11048,1.228,0,0,0,0,0,0,1,4
11049,1.228,0,0,1,0,0,0,0,0
11050,1.228,0,0,0,0,0,0,4,8
11051,1.228,0,0,1,0,0,0,1,2
11052,1.228,0,0,0,0,0,0,0,0
11053,1.228,0,0,1,0,0,0,2,3
11054,1.228,0,0,0,0,0,0,1,2
11055,1.228,0,0,0,0,0,0,2,4
11056,1.228,0,0,0,0,0,1,2,3
11057,1.229,0,0,0,0,2,0,0,8
11058,1.229,0,0,0,0,2,0,0,8
11059,1.229,0,0,0,0,0,0,0,0
11060,1.229,0,0,2,2,0,0,0,0
11061,1.229,0,0,0,0,0,0,0,0
11062,1.229,0,0,0,0,2,0,0,8
11063,1.229,0,0,0,1,0,0,0,0
11064,1.229,0,0,0,0,0,0,1,2
11065,1.229,0,0,0,0,1,1,4,5
11066,1.23,0,0,0,0,0,0,0,0
11067,1.23,0,0,0,0,0,0,0,0
11068,1.23,0,0,0,0,0,0,2,4
11069,1.23,0,0,0,0,0,0,0,0
11070,1.23,0,0,0,0,0,0,0,0
11071,1.23,0,0,0,0,0,0,1,2
11072,1.23,0,0,1,0,0,0,0,0
11073,1.23,0,0,0,0,0,0,0,0
11074,1.23,0,0,0,0,0,0,0,0
11075,1.231,0,0,2,0,2,0,0,8
11076,1.231,0,0,0,0,0,0,1,2
11077,1.231,0,0,0,0,0,0,2,4
11078,1.231,0,0,0,0,0,0,1,2
11079,1.231,0,0,0,0,0,0,1,2
11080,1.231,0,0,0,0,0,0,0,0
11081,1.231,0,0,0,0,0,0,3,8
11082,1.231,0,0,1,0,0,0,1,2
11083,1.231,0,0,0,1,0,0,0,0
11084,1.232,0,0,0,0,0,0,0,0
11085,1.232,0,0,0,0,1,0,0,4
11086,1.232,0,0,0,0,0,0,0,0
11087,1.232,0,0,0,0,0,0,1,2
11088,1.232,0,0,0,0,0,0,1,2
11089,1.232,0,0,1,1,0,0,1,2
11090,1.232,0,0,0,0,1,0,0,4
11091,1.232,0,0,0,0,1,0,0,4
11092,1.232,0,0,0,0,1,0,1,6
11093,1.233,0,0,0,0,0,0,1,4
11094,1.233,0,0,0,0,0,0,0,0
11095,1.233,0,0,0,1,0,0,1,2
11096,1.233,0,0,0,0,0,0,0,0
11097,1.233,0,0,0,1,0,0,0,0
11098,1.233,0,0,0,0,0,0,1,3
11099,1.233,0,0,0,1,0,0,3,4
11100,1.233,0,0,0,0,0,0,0,0
11101,1.233,0,0,0,0,0,0,0,0
11102,1.234,0,0,0,0,0,0,0,0
11103,1.234,0,0,0,0,0,0,0,0
11104,1.234,0,0,0,0,1,0,0,4
11105,1.234,0,0,0,1,0,0,0,0
11106,1.234,0,0,0,0,0,0,0,0
11107,1.234,0,0,0,0,1,0,1,8
11108,1.234,0,0,0,1,0,0,2,4
11109,1.234,0,0,0,0,0,0,0,0
11110,1.234,0,0,0,0,0,0,0,0
11111,1.235,0,0,0,0,0,0,0,0
11112,1.235,0,0,0,0,0,0,3,0
11113,1.235,0,0,0,1,1,0,0,5
11114,1.235,0,0,0,0,0,0,0,0
11115,1.235,0,0,0,1,0,0,0,0
11116,1.235,0,0,0,0,2,0,0,8
11117,1.235,0,0,0,0,0,0,0,0
11118,1.235,0,0,0,0,0,0,2,1
11119,1.235,0,0,0,0,0,1,2,3
11120,1.236,0,0,0,0,1,0,0,4
11121,1.236,0,0,0,0,0,0,1,2
11122,1.236,0,0,0,1,0,0,0,0
11123,1.236,0,0,0,0,1,0,0,4
11124,1.236,0,0,0,0,0,2,0,0
11125,1.236,0,0,0,0,0,0,3,6
11126,1.236,0,0,0,0,0,1,1,1
11127,1.236,0,0,0,0,0,0,1,2
11128,1.236,0,0,0,0,0,0,0,0
11129,1.237,0,0,0,0,0,0,0,0
11130,1.237,0,0,0,0,0,0,0,0
11131,1.237,0,0,0,0,0,0,1,2
11132,1.237,0,0,0,0,0,0,0,0
11133,1.237,0,0,0,0,2,0,2,12
11134,1.237,0,0,0,0,0,0,1,2
11135,1.237,0,0,0,1,0,0,0,0
11136,1.237,0,0,1,0,0,0,0,0
11137,1.237,0,0,0,0,0,2,0,0
11138,1.238,0,0,0,0,0,0,2,4
11139,1.238,0,0,0,0,0,2,0,0
11140,1.238,0,0,1,0,2,0,3,13
11141,1.238,0,0,0,0,0,0,0,0
11142,1.238,0,0,1,0,0,0,0,0
11143,1.238,0,0,0,0,0,0,0,0
11144,1.238,0,0,0,0,0,0,2,4
11145,1.238,0,0,0,0,0,0,1,2
11146,1.238,0,0,1,1,0,0,0,0
11147,1.239,0,0,0,0,0,0,0,0
11148,1.239,0,0,1,0,0,0,0,1
11149,1.239,0,0,3,0,0,0,0,0
11150,1.239,0,0,0,0,0,2,1,3
11151,1.239,0,0,0,0,0,0,3,6
11152,1.239,0,0,0,0,0,0,0,0
11153,1.239,0,0,0,0,0,0,2,4
11154,1.239,0,0,0,0,0,0,0,0
11155,1.239,0,0,0,0,0,0,0,0
11156,1.24,0,0,0,0,0,0,2,6
11157,1.24,0,0,0,0,0,0,0,0
11158,1.24,0,0,0,1,0,0,0,0
11159,1.24,0,0,0,0,0,0,1,2
11160,1.24,0,0,0,0,0,0,1,2
11161,1.24,0,0,1,0,0,0,0,0
11162,1.24,0,0,0,0,0,0,3,6
11163,1.24,0,0,0,0,0,0,4,8
11164,1.24,0,0,0,1,0,0,0,0
11165,1.241,0,0,0,0,0,0,0,0
11166,1.241,0,0,0,0,0,2,1,2
11167,1.241,0,0,0,0,1,0,1,6
11168,1.241,0,0,0,0,0,0,0,0
11169,1.241,0,0,0,1,0,0,1,1
11170,1.241,0,0,1,1,0,0,5,2
11171,1.241,0,0,0,0,2,0,2,12
11172,1.241,0,0,0,0,0,0,2,4
11173,1.241,0,0,0,0,1,0,0,4
11174,1.242,0,0,0,0,0,0,0,0
11175,1.242,0,0,0,0,0,0,0,0
11176,1.242,0,0,0,0,1,0,0,4
11177,1.242,0,0,0,0,0,0,2,6
11178,1.242,0,0,0,0,0,0,1,4
11179,1.242,0,0,0,0,0,0,0,0
11180,1.242,0,0,0,0,0,0,3,8
11181,1.242,0,0,0,0,1,0,1,8
11182,1.242,0,0,0,0,0,0,0,0
11183,1.243,0,0,0,0,2,0,0,8
11184,1.243,0,0,0,0,1,2,0,4
11185,1.243,0,0,0,0,0,0,0,0
11186,1.243,0,0,0,0,0,2,0,0
11187,1.243,0,0,0,0,0,0,0,0
11188,1.243,0,0,0,1,0,0,0,0
11189,1.243,0,0,0,0,0,2,2,4
11190,1.243,0,0,0,0,0,0,2,5
11191,1.243,0,0,2,1,0,0,0,0
11192,1.244,0,0,1,1,0,2,1,2
11193,1.244,0,0,1,1,1,0,3,12
11194,1.244,0,0,0,0,0,0,0,0
11195,1.244,0,0,0,0,2,0,0,8
11196,1.244,0,0,0,0,0,0,2,4
11197,1.244,0,0,1,1,0,0,5,9
11198,1.244,0,0,0,0,0,0,1,0
11199,1.244,0,0,0,0,1,0,0,4
11200,1.244,0,0,1,0,0,0,2,6
11201,1.245,0,0,0,0,0,4,0,0
11202,1.245,0,0,0,0,2,2,0,8
11203,1.245,0,0,0,0,0,2,0,0
11204,1.245,0,0,1,1,0,0,0,0
11205,1.245,0,0,0,0,0,2,0,0
11206,1.245,0,0,1,0,0,0,1,2
11207,1.245,0,0,0,0,0,0,0,0
11208,1.245,0,0,0,1,0,0,1,1
11209,1.245,0,0,0,0,0,0,0,0
11210,1.246,0,0,0,0,0,0,0,0
11211,1.246,0,0,1,0,0,0,0,1
11212,1.246,0,0,1,0,2,0,1,10
11213,1.246,0,0,0,0,0,0,1,0
11214,1.246,0,0,1,0,0,0,0,0
11215,1.246,0,0,0,0,0,0,1,1
11216,1.246,0,0,0,0,0,0,1,4
11217,1.246,0,0,0,0,0,2,1,2
11218,1.246,0,0,0,0,0,0,1,0
11219,1.247,0,0,0,0,0,0,0,0
11220,1.247,0,0,1,0,1,0,0,4
11221,1.247,0,0,0,0,0,5,1,1
11222,1.247,0,0,0,0,0,2,2,2
11223,1.247,0,0,0,0,1,0,2,8
11224,1.247,0,0,0,0,0,0,0,0
11225,1.247,0,0,0,0,0,0,1,2
11226,1.247,0,0,0,0,1,2,0,4
11227,1.247,0,0,0,0,0,0,0,1
11228,1.248,0,0,0,1,0,0,0,0
11229,1.248,0,0,0,0,2,0,0,8
11230,1.248,0,0,0,0,1,0,0,4
11231,1.248,0,0,1,0,0,0,2,4
11232,1.248,0,0,0,0,0,0,2,4
11233,1.248,0,0,0,0,0,0,0,0
11234,1.248,0,0,1,2,0,0,0,0
11235,1.248,0,0,0,0,0,0,0,0
11236,1.248,0,0,0,0,1,0,2,8
11237,1.249,0,0,0,0,3,6,0,10
11238,1.249,0,0,1,0,0,0,0,0
11239,1.249,0,0,0,0,0,0,1,0
11240,1.249,0,0,0,0,1,0,2,8
11241,1.249,0,0,1,0,1,0,0,4
11242,1.249,0,0,0,0,0,0,1,4
11243,1.249,0,0,0,0,0,2,1,2
11244,1.249,0,0,0,0,0,0,1,2
11245,1.249,0,0,0,0,0,5,2,3
11246,1.25,0,0,0,0,0,0,2,6
11247,1.25,0,0,0,0,1,0,2,8
11248,1.25,0,0,0,0,0,0,1,4
11249,1.25,0,0,0,0,1,0,0,4
11250,1.25,0,0,0,0,0,0,0,0
11251,1.25,0,0,0,0,2,0,1,10
11252,1.25,0,0,0,0,1,0,1,6
11253,1.25,0,0,0,0,0,0,2,4
11254,1.25,0,0,1,0,0,0,0,0
11255,1.251,0,0,0,0,0,0,1,2
11256,1.251,0,0,1,0,2,1,1,9
11257,1.251,0,0,0,0,0,0,1,2
11258,1.251,0,0,0,0,2,0,2,12
11259,1.251,0,0,0,0,2,0,0,8
11260,1.251,0,0,0,0,0,0,1,4
11261,1.251,0,0,0,0,1,0,0,4
11262,1.251,0,0,1,0,0,0,1,2
11263,1.251,0,0,0,0,1,2,0,2
11264,1.252,0,0,0,0,0,0,1,2
11265,1.252,0,0,0,0,1,0,1,6
11266,1.252,0,0,0,0,0,0,0,0
11267,1.252,0,0,0,0,0,0,0,0
11268,1.252,0,0,0,0,0,0,2,4
11269,1.252,0,0,0,0,1,2,0,4
11270,1.252,0,0,0,0,1,0,0,4
11271,1.252,0,0,0,0,0,0,0,0
11272,1.252,0,0,0,0,0,0,0,0
11273,1.253,0,0,0,1,0,1,2,3
